Latitude,Longitude,Area Type,Soil Type,Water Sources,Previous Crop,Land Acres,Cropping Type,Crop Category,Crop,Duration (Days),Investment (₹),Profit (₹)
23.02,84.41,Plateau,Entisol,Rainfed,Fruits,1.8,Short-term,Vegetables,Cauliflower,96,11727,33043
23.08,85.81,Plateau,Entisol,Irrigated,Pulses,1.2,Short-term,Pulses,Lentil,92,26687,73503
23.95,84.32,Plateau,Entisol,Rainfed,Maize,2.1,Long-term,Vegetables,Onion,123,58950,136666
23.09,85.95,Plain,Alfisol,Rainfed,Pulses,1.4,Short-term,Vegetables,Brinjal,108,50965,134819
24.43,85.87,Plateau,Entisol,Rainfed,Cash Crops,2.0,Long-term,Cereals,Wheat,153,17551,37068
23.83,84.94,Plateau,Entisol,Rainfed,Vegetables,1.6,Short-term,Cash Crops,Tobacco,108,42167,88412
24.08,83.66,Plain,Alfisol,Rainfed,Pulses,1.9,Long-term,Cash Crops,Jute,146,36415,72912
23.16,85.15,Hilly,Inceptisol,Rainfed,Maize,2.9,Short-term,Cash Crops,Sugarcane,90,61376,146488
24.09,84.66,Plain,Alfisol,Rainfed,Oilseeds,2.8,Long-term,Pulses,Green Gram,178,56471,165454
24.24,84.53,Plain,Alfisol,Rainfed,Cash Crops,1.9,Long-term,Cereals,Maize,179,50142,92731
24.2,85.39,Hilly,Inceptisol,Rainfed,Vegetables,1.0,Long-term,Cash Crops,Tobacco,121,21831,43455
24.34,84.14,Hilly,Inceptisol,Irrigated,Rice,2.1,Short-term,Vegetables,Tomato,116,39458,115298
24.08,85.93,Plain,Alfisol,Irrigated,Pulses,1.6,Short-term,Pulses,Pigeon Pea,117,99898,181342
23.86,84.43,Hilly,Inceptisol,Irrigated,Cash Crops,2.3,Short-term,Oilseeds,Mustard,118,61933,120931
24.06,85.03,Plain,Alfisol,Rainfed,Vegetables,2.3,Long-term,Vegetables,Brinjal,125,92910,154370
23.93,85.4,Plain,Alfisol,Irrigated,Cash Crops,1.7,Long-term,Vegetables,Brinjal,178,30061,68635
24.13,85.2,Plain,Alfisol,Rainfed,Oilseeds,1.3,Long-term,Fruits,Mango,172,81696,147671
24.19,85.32,Plateau,Entisol,Rainfed,Rice,2.5,Long-term,Cereals,Wheat,168,70618,169056
23.03,85.15,Hilly,Inceptisol,Rainfed,Cash Crops,1.3,Long-term,Pulses,Lentil,154,63676,115921
24.05,83.65,Plateau,Entisol,Irrigated,Vegetables,2.6,Long-term,Oilseeds,Groundnut,159,68452,187119
24.01,84.25,Plateau,Entisol,Rainfed,Pulses,2.1,Short-term,Cereals,Maize,113,97882,277761
24.37,83.7,Hilly,Inceptisol,Rainfed,Fruits,2.2,Long-term,Mixed,Intercropping,130,5728,9404
24.14,85.04,Hilly,Inceptisol,Rainfed,Cash Crops,1.6,Long-term,Mixed,Intercropping,163,95560,240710
24.13,84.02,Hilly,Inceptisol,Irrigated,Fruits,1.6,Long-term,Oilseeds,Groundnut,144,49200,115426
23.07,83.5,Plateau,Entisol,Irrigated,Oilseeds,1.1,Long-term,Fruits,Mango,152,15036,29803
23.97,84.87,Hilly,Inceptisol,Irrigated,Vegetables,2.2,Short-term,Mixed,Silvipasture,117,33034,66092
24.36,83.95,Plateau,Entisol,Rainfed,Oilseeds,1.9,Long-term,Cereals,Wheat,145,21686,64551
23.52,84.84,Hilly,Inceptisol,Irrigated,Oilseeds,1.7,Short-term,Oilseeds,Soybean,95,5246,14226
23.57,85.44,Hilly,Inceptisol,Irrigated,Fruits,1.4,Long-term,Cash Crops,Tobacco,142,85618,204663
23.33,85.3,Plateau,Entisol,Irrigated,Cash Crops,2.4,Short-term,Cash Crops,Cotton,114,52421,124726
23.24,83.63,Hilly,Inceptisol,Irrigated,Rice,2.1,Short-term,Cash Crops,Jute,118,84585,216299
23.88,84.62,Plain,Alfisol,Rainfed,Rice,1.1,Long-term,Pulses,Green Gram,121,66388,134479
23.42,84.62,Plateau,Entisol,Irrigated,Rice,2.4,Long-term,Pulses,Pigeon Pea,136,28592,53893
24.47,83.86,Plain,Alfisol,Rainfed,Vegetables,1.3,Short-term,Pulses,Green Gram,111,54172,107308
23.5,85.71,Hilly,Inceptisol,Rainfed,Oilseeds,1.2,Short-term,Cash Crops,Jute,116,44001,101290
24.0,85.82,Plain,Alfisol,Irrigated,Rice,2.6,Long-term,Cereals,Rice,140,21542,42207
23.81,84.76,Plateau,Entisol,Irrigated,Oilseeds,1.6,Short-term,Mixed,Agroforestry,99,38195,69473
24.33,85.2,Hilly,Inceptisol,Irrigated,Rice,2.1,Long-term,Fruits,Banana,148,98555,152371
23.89,84.14,Hilly,Inceptisol,Rainfed,Vegetables,2.4,Long-term,Cash Crops,Tobacco,132,23654,57635
23.42,83.95,Hilly,Inceptisol,Rainfed,Rice,1.6,Short-term,Vegetables,Potato,112,73483,140216
24.47,83.91,Plateau,Entisol,Irrigated,Maize,1.8,Long-term,Oilseeds,Mustard,128,55926,85045
23.03,84.19,Hilly,Inceptisol,Rainfed,Pulses,2.2,Short-term,Mixed,Silvipasture,114,62272,167003
23.44,84.42,Hilly,Inceptisol,Rainfed,Oilseeds,1.8,Short-term,Fruits,Mango,114,21893,46109
23.42,84.79,Plain,Alfisol,Rainfed,Fruits,2.7,Short-term,Pulses,Green Gram,109,12329,23586
23.19,85.85,Plain,Alfisol,Rainfed,Rice,1.6,Long-term,Oilseeds,Sunflower,163,50399,98751
24.01,83.93,Plateau,Entisol,Rainfed,Fruits,1.1,Long-term,Pulses,Pigeon Pea,146,15608,43592
23.67,85.79,Plateau,Entisol,Irrigated,Cash Crops,1.5,Short-term,Cereals,Millet,108,51060,111533
23.19,85.62,Plain,Alfisol,Rainfed,Cash Crops,2.1,Long-term,Mixed,Intercropping,143,75386,130470
24.38,84.08,Hilly,Inceptisol,Rainfed,Cash Crops,2.3,Short-term,Pulses,Pigeon Pea,101,86340,248008
23.89,83.94,Hilly,Inceptisol,Irrigated,Vegetables,1.4,Long-term,Fruits,Banana,157,22366,49801
23.5,85.94,Plain,Alfisol,Rainfed,Maize,1.1,Long-term,Oilseeds,Sesame,155,95454,250635
23.41,84.64,Hilly,Inceptisol,Irrigated,Rice,1.3,Long-term,Cash Crops,Tobacco,176,80156,136533
23.84,85.72,Hilly,Inceptisol,Rainfed,Maize,2.1,Short-term,Pulses,Lentil,98,9766,17134
23.41,85.39,Plateau,Entisol,Irrigated,Rice,1.6,Long-term,Cash Crops,Jute,166,93319,179710
23.6,83.74,Plain,Alfisol,Irrigated,Rice,2.3,Long-term,Cash Crops,Tobacco,156,9297,22633
23.19,84.97,Plateau,Entisol,Rainfed,Rice,2.9,Long-term,Vegetables,Brinjal,156,80016,158417
24.0,83.84,Plain,Alfisol,Irrigated,Vegetables,1.4,Short-term,Oilseeds,Sesame,118,67335,127820
23.59,85.37,Hilly,Inceptisol,Irrigated,Cash Crops,2.4,Long-term,Cereals,Sorghum,155,36638,83353
23.07,84.57,Plateau,Entisol,Irrigated,Rice,1.4,Short-term,Mixed,Silvipasture,118,59294,150078
23.18,84.26,Plain,Alfisol,Irrigated,Maize,2.3,Long-term,Cash Crops,Tobacco,127,92381,241083
23.36,84.39,Hilly,Inceptisol,Rainfed,Pulses,1.8,Long-term,Pulses,Green Gram,123,87824,251411
24.08,85.09,Hilly,Inceptisol,Rainfed,Maize,2.9,Short-term,Vegetables,Cauliflower,104,92030,234100
23.4,83.78,Plain,Alfisol,Rainfed,Vegetables,1.9,Short-term,Mixed,Intercropping,93,37104,78831
23.58,85.58,Plateau,Entisol,Irrigated,Vegetables,1.6,Long-term,Cash Crops,Jute,170,24600,46790
23.6,84.87,Plain,Alfisol,Rainfed,Rice,1.5,Short-term,Oilseeds,Sunflower,92,55182,92475
23.0,84.5,Hilly,Inceptisol,Irrigated,Rice,3.0,Short-term,Oilseeds,Mustard,95,18111,32688
24.45,85.98,Plateau,Entisol,Irrigated,Maize,2.5,Short-term,Oilseeds,Sunflower,119,22853,50315
23.49,83.98,Plateau,Entisol,Rainfed,Fruits,2.5,Long-term,Cereals,Rice,137,70188,142751
23.29,84.18,Plateau,Entisol,Rainfed,Maize,2.2,Short-term,Pulses,Green Gram,99,18044,51499
23.17,84.16,Plateau,Entisol,Irrigated,Maize,2.6,Long-term,Cereals,Wheat,150,55859,156092
23.82,84.8,Plateau,Entisol,Irrigated,Fruits,1.1,Short-term,Cereals,Rice,98,12595,25949
24.14,84.77,Plain,Alfisol,Rainfed,Fruits,1.3,Long-term,Cash Crops,Jute,158,15405,34060
24.48,83.95,Plateau,Entisol,Irrigated,Fruits,2.1,Long-term,Cash Crops,Cotton,124,50433,129834
23.68,84.26,Plain,Alfisol,Irrigated,Rice,2.6,Long-term,Cash Crops,Sugarcane,154,6765,11329
23.53,84.86,Hilly,Inceptisol,Irrigated,Maize,3.0,Short-term,Mixed,Silvipasture,96,27876,69533
23.24,84.21,Plain,Alfisol,Rainfed,Pulses,1.2,Long-term,Fruits,Banana,135,80806,165018
24.46,83.77,Hilly,Inceptisol,Rainfed,Maize,2.6,Long-term,Cereals,Barley,153,22351,57724
24.31,85.8,Plateau,Entisol,Irrigated,Pulses,1.5,Long-term,Cereals,Sorghum,179,12065,28374
24.09,83.52,Hilly,Inceptisol,Rainfed,Maize,2.9,Long-term,Vegetables,Cabbage,162,76875,117245
24.19,84.5,Hilly,Inceptisol,Irrigated,Oilseeds,2.1,Long-term,Mixed,Silvipasture,125,52334,91420
24.31,84.04,Hilly,Inceptisol,Irrigated,Maize,2.9,Long-term,Vegetables,Tomato,133,62941,180346
23.14,83.53,Plateau,Entisol,Irrigated,Cash Crops,2.1,Short-term,Cereals,Maize,91,77254,225216
24.12,83.61,Hilly,Inceptisol,Rainfed,Vegetables,1.7,Short-term,Cereals,Millet,116,13332,21810
23.12,85.66,Plain,Alfisol,Irrigated,Cash Crops,1.6,Long-term,Cash Crops,Cotton,151,5267,9169
24.44,85.22,Plain,Alfisol,Irrigated,Maize,2.8,Long-term,Cash Crops,Jute,156,49973,90151
23.61,85.47,Plateau,Entisol,Rainfed,Pulses,2.0,Short-term,Cereals,Wheat,118,59747,151089
23.23,83.66,Plain,Alfisol,Irrigated,Oilseeds,1.5,Short-term,Cash Crops,Tobacco,114,30385,73068
24.06,85.98,Hilly,Inceptisol,Rainfed,Pulses,2.2,Short-term,Cash Crops,Sugarcane,119,15680,45729
24.49,83.8,Hilly,Inceptisol,Rainfed,Maize,2.5,Long-term,Oilseeds,Groundnut,172,43703,127066
24.15,85.51,Plateau,Entisol,Rainfed,Oilseeds,2.6,Short-term,Vegetables,Tomato,105,69713,114760
23.97,85.28,Plain,Alfisol,Irrigated,Vegetables,1.3,Long-term,Mixed,Agroforestry,155,23014,55896
23.87,85.83,Plateau,Entisol,Irrigated,Pulses,1.2,Short-term,Fruits,Guava,96,90242,136173
24.41,84.68,Hilly,Inceptisol,Irrigated,Pulses,1.3,Long-term,Mixed,Agroforestry,150,82840,219072
23.66,84.91,Hilly,Inceptisol,Rainfed,Fruits,2.8,Long-term,Fruits,Litchi,178,67448,159365
24.35,84.41,Hilly,Inceptisol,Rainfed,Maize,2.4,Long-term,Cash Crops,Jute,138,34029,101187
23.88,85.41,Hilly,Inceptisol,Irrigated,Oilseeds,1.6,Short-term,Oilseeds,Soybean,92,71578,211431
23.95,83.99,Plain,Alfisol,Rainfed,Oilseeds,1.5,Long-term,Mixed,Intercropping,173,25844,56216
23.28,84.85,Plain,Alfisol,Rainfed,Pulses,2.7,Long-term,Cash Crops,Tobacco,125,92625,237289
23.14,83.96,Plateau,Entisol,Rainfed,Pulses,2.5,Short-term,Fruits,Guava,117,55660,131806
23.82,85.51,Plain,Alfisol,Rainfed,Fruits,2.7,Long-term,Fruits,Guava,132,28407,62507
24.46,84.93,Plateau,Entisol,Rainfed,Oilseeds,1.1,Short-term,Vegetables,Cabbage,106,5993,15954
23.78,84.01,Hilly,Inceptisol,Rainfed,Rice,3.0,Short-term,Fruits,Litchi,115,23224,65757
23.7,84.02,Plateau,Entisol,Rainfed,Oilseeds,2.0,Short-term,Cash Crops,Tobacco,115,33889,87165
23.13,85.19,Plain,Alfisol,Rainfed,Maize,1.8,Short-term,Cereals,Barley,111,73746,149017
23.48,85.25,Hilly,Inceptisol,Rainfed,Cash Crops,1.9,Short-term,Fruits,Mango,94,93251,145300
24.21,83.63,Plateau,Entisol,Rainfed,Vegetables,1.8,Long-term,Fruits,Guava,139,14228,31122
24.43,83.78,Plateau,Entisol,Irrigated,Fruits,1.1,Long-term,Pulses,Black Gram,129,40852,114593
23.96,83.92,Plain,Alfisol,Rainfed,Oilseeds,1.4,Short-term,Pulses,Green Gram,103,31307,51936
24.09,84.39,Hilly,Inceptisol,Rainfed,Vegetables,2.5,Short-term,Vegetables,Cabbage,112,65119,166614
23.5,84.66,Plain,Alfisol,Irrigated,Pulses,2.7,Long-term,Oilseeds,Sunflower,126,25491,46394
23.33,83.71,Plain,Alfisol,Rainfed,Pulses,1.9,Short-term,Pulses,Pigeon Pea,117,15348,42279
24.13,85.5,Plateau,Entisol,Irrigated,Maize,2.6,Long-term,Oilseeds,Soybean,179,84521,239281
23.6,83.51,Hilly,Inceptisol,Rainfed,Oilseeds,1.4,Long-term,Fruits,Litchi,133,38106,82115
23.19,84.86,Hilly,Inceptisol,Irrigated,Oilseeds,2.7,Long-term,Vegetables,Tomato,125,80069,229905
24.29,84.36,Plain,Alfisol,Irrigated,Fruits,1.3,Long-term,Pulses,Pigeon Pea,152,81807,190934
23.45,84.95,Plateau,Entisol,Rainfed,Fruits,2.2,Long-term,Fruits,Papaya,161,63734,164256
23.76,84.68,Plateau,Entisol,Irrigated,Oilseeds,2.8,Short-term,Cash Crops,Jute,109,81838,213658
24.32,84.42,Plateau,Entisol,Rainfed,Pulses,2.4,Long-term,Cash Crops,Tobacco,129,30887,85405
23.07,85.5,Hilly,Inceptisol,Rainfed,Rice,1.1,Long-term,Fruits,Litchi,178,64376,157774
24.07,83.65,Plain,Alfisol,Rainfed,Cash Crops,2.7,Short-term,Pulses,Lentil,118,17702,35304
24.0,84.14,Plateau,Entisol,Irrigated,Rice,2.1,Long-term,Fruits,Litchi,151,41863,87693
24.07,85.74,Plateau,Entisol,Irrigated,Oilseeds,1.3,Long-term,Cash Crops,Tobacco,158,95908,264328
24.04,85.05,Plateau,Entisol,Rainfed,Vegetables,1.3,Short-term,Cereals,Millet,112,34405,75706
24.16,84.57,Plateau,Entisol,Irrigated,Rice,1.8,Long-term,Cereals,Maize,130,98683,203408
23.95,85.89,Plain,Alfisol,Rainfed,Vegetables,1.4,Short-term,Cash Crops,Sugarcane,90,7590,16296
23.61,83.54,Plateau,Entisol,Irrigated,Vegetables,2.6,Short-term,Pulses,Green Gram,115,81771,131238
24.13,85.86,Plain,Alfisol,Irrigated,Oilseeds,1.1,Long-term,Mixed,Intercropping,159,30018,48760
23.78,85.43,Plain,Alfisol,Rainfed,Vegetables,1.5,Long-term,Pulses,Black Gram,130,96123,148941
24.36,85.86,Plain,Alfisol,Irrigated,Maize,1.3,Long-term,Cash Crops,Cotton,151,89009,166411
23.08,84.93,Hilly,Inceptisol,Rainfed,Pulses,2.6,Long-term,Pulses,Lentil,141,56675,108568
23.01,83.84,Hilly,Inceptisol,Rainfed,Pulses,2.1,Long-term,Fruits,Mango,167,14093,40514
23.33,85.98,Hilly,Inceptisol,Irrigated,Oilseeds,2.7,Long-term,Cereals,Barley,159,97001,275872
23.11,84.57,Plain,Alfisol,Rainfed,Pulses,1.6,Short-term,Mixed,Intercropping,115,41457,82092
23.03,84.1,Hilly,Inceptisol,Rainfed,Rice,2.4,Long-term,Cereals,Maize,156,43855,94183
23.59,84.18,Hilly,Inceptisol,Rainfed,Cash Crops,1.9,Short-term,Pulses,Gram,96,57711,103931
24.4,84.61,Hilly,Inceptisol,Irrigated,Pulses,1.2,Long-term,Oilseeds,Mustard,137,84892,149119
23.38,83.83,Hilly,Inceptisol,Rainfed,Pulses,2.9,Short-term,Vegetables,Tomato,96,55086,104936
23.05,85.02,Hilly,Inceptisol,Irrigated,Oilseeds,2.5,Long-term,Oilseeds,Mustard,162,70424,109542
24.43,85.56,Hilly,Inceptisol,Rainfed,Fruits,2.3,Long-term,Cash Crops,Tobacco,141,79933,172904
24.45,85.35,Hilly,Inceptisol,Rainfed,Cash Crops,1.5,Long-term,Vegetables,Potato,139,34205,55221
24.4,84.18,Plateau,Entisol,Rainfed,Maize,1.1,Long-term,Vegetables,Tomato,156,36032,98084
23.4,84.68,Hilly,Inceptisol,Irrigated,Fruits,2.5,Long-term,Oilseeds,Sunflower,178,24886,47268
24.49,84.69,Plain,Alfisol,Rainfed,Rice,2.7,Long-term,Vegetables,Cauliflower,154,70523,157543
24.32,83.51,Hilly,Inceptisol,Rainfed,Maize,1.4,Long-term,Pulses,Green Gram,123,29792,85703
24.11,83.7,Plateau,Entisol,Rainfed,Fruits,2.5,Long-term,Mixed,Agroforestry,174,27869,83015
23.24,85.34,Plain,Alfisol,Rainfed,Pulses,1.9,Short-term,Mixed,Intercropping,113,63329,155460
23.03,85.87,Plateau,Entisol,Rainfed,Pulses,1.7,Long-term,Mixed,Silvipasture,138,75858,189226
23.03,85.84,Plain,Alfisol,Rainfed,Cash Crops,1.2,Short-term,Vegetables,Cauliflower,106,19509,57241
24.18,84.25,Plateau,Entisol,Rainfed,Vegetables,1.5,Short-term,Oilseeds,Mustard,101,3547,6890
23.35,84.93,Plateau,Entisol,Irrigated,Rice,2.7,Long-term,Mixed,Intercropping,145,43820,88672
23.58,83.91,Plateau,Entisol,Rainfed,Oilseeds,2.1,Long-term,Cash Crops,Jute,122,83725,225006
23.08,84.58,Plain,Alfisol,Rainfed,Vegetables,1.5,Long-term,Pulses,Black Gram,121,96389,262536
23.77,84.59,Hilly,Inceptisol,Irrigated,Oilseeds,1.2,Long-term,Cash Crops,Tobacco,132,55352,145705
23.07,83.78,Plateau,Entisol,Rainfed,Vegetables,2.0,Long-term,Cash Crops,Tobacco,157,97737,275365
24.43,85.69,Plain,Alfisol,Irrigated,Rice,2.1,Long-term,Fruits,Mango,137,81583,230145
23.85,85.26,Plateau,Entisol,Irrigated,Pulses,2.4,Long-term,Mixed,Agroforestry,142,69791,121652
23.26,85.11,Plain,Alfisol,Rainfed,Cash Crops,1.4,Long-term,Cash Crops,Sugarcane,138,21577,39364
23.39,83.79,Plateau,Entisol,Rainfed,Vegetables,1.6,Short-term,Oilseeds,Sesame,115,29312,74771
23.96,83.72,Hilly,Inceptisol,Rainfed,Rice,2.0,Long-term,Cereals,Rice,156,56411,165877
24.26,83.88,Plateau,Entisol,Irrigated,Rice,2.6,Long-term,Fruits,Guava,171,50990,105691
24.36,85.23,Hilly,Inceptisol,Rainfed,Pulses,1.1,Long-term,Mixed,Agroforestry,159,86615,184830
23.37,85.8,Plateau,Entisol,Rainfed,Fruits,1.4,Long-term,Pulses,Gram,130,94117,159587
24.28,83.64,Plateau,Entisol,Irrigated,Cash Crops,2.0,Long-term,Pulses,Lentil,180,34746,54545
23.59,85.9,Plateau,Entisol,Rainfed,Vegetables,2.9,Short-term,Cereals,Maize,108,95838,168956
23.59,85.6,Plain,Alfisol,Irrigated,Pulses,1.4,Long-term,Oilseeds,Groundnut,170,71179,199659
23.68,85.09,Plain,Alfisol,Irrigated,Fruits,2.0,Long-term,Pulses,Black Gram,166,32573,66496
24.04,84.05,Hilly,Inceptisol,Rainfed,Vegetables,1.6,Long-term,Cash Crops,Cotton,138,66160,118141
23.47,83.84,Plain,Alfisol,Rainfed,Pulses,1.4,Short-term,Vegetables,Tomato,103,91580,219641
23.09,84.51,Hilly,Inceptisol,Irrigated,Maize,2.6,Short-term,Oilseeds,Mustard,105,73112,199248
23.95,84.16,Hilly,Inceptisol,Rainfed,Fruits,2.4,Long-term,Cereals,Millet,129,46280,109725
23.53,85.29,Plain,Alfisol,Rainfed,Oilseeds,1.7,Short-term,Cereals,Maize,113,52274,78733
24.47,84.85,Plateau,Entisol,Rainfed,Fruits,1.9,Short-term,Vegetables,Potato,109,95469,202199
23.64,84.96,Plain,Alfisol,Rainfed,Maize,2.7,Short-term,Oilseeds,Mustard,95,73261,169812
24.32,85.16,Plain,Alfisol,Irrigated,Oilseeds,2.1,Long-term,Mixed,Agroforestry,144,64698,130645
23.23,85.82,Hilly,Inceptisol,Rainfed,Cash Crops,1.1,Long-term,Cereals,Rice,163,22684,50000
23.04,83.67,Hilly,Inceptisol,Rainfed,Maize,2.4,Long-term,Pulses,Gram,163,59247,122451
23.86,84.29,Plain,Alfisol,Irrigated,Vegetables,1.5,Short-term,Vegetables,Cabbage,101,56874,104316
24.24,84.12,Plateau,Entisol,Irrigated,Rice,2.6,Long-term,Cash Crops,Jute,121,7823,13669
23.9,85.46,Hilly,Inceptisol,Irrigated,Pulses,2.1,Long-term,Vegetables,Brinjal,122,18372,30065
24.04,85.15,Hilly,Inceptisol,Irrigated,Pulses,2.4,Short-term,Cereals,Maize,117,98450,152487
24.05,84.41,Plateau,Entisol,Rainfed,Fruits,2.7,Long-term,Vegetables,Cauliflower,160,85045,180905
24.31,85.45,Hilly,Inceptisol,Rainfed,Maize,1.6,Long-term,Oilseeds,Groundnut,152,94338,174259
24.5,84.47,Plain,Alfisol,Rainfed,Fruits,2.7,Short-term,Cash Crops,Sugarcane,118,13357,26674
23.07,85.41,Plateau,Entisol,Rainfed,Maize,2.9,Short-term,Oilseeds,Sesame,110,58760,154178
24.28,85.69,Plain,Alfisol,Rainfed,Pulses,2.1,Short-term,Cash Crops,Sugarcane,101,8266,15261
24.19,84.58,Hilly,Inceptisol,Irrigated,Fruits,1.3,Long-term,Oilseeds,Mustard,160,33368,75085
23.83,85.11,Hilly,Inceptisol,Rainfed,Maize,1.7,Long-term,Mixed,Silvipasture,124,49435,134334
23.01,83.93,Plateau,Entisol,Rainfed,Vegetables,2.9,Long-term,Vegetables,Cauliflower,121,49702,118092
23.85,85.63,Plateau,Entisol,Irrigated,Maize,1.6,Short-term,Pulses,Lentil,116,59554,99267
23.24,86.0,Plain,Alfisol,Rainfed,Rice,2.7,Short-term,Fruits,Banana,117,29062,76698
23.54,83.93,Hilly,Inceptisol,Rainfed,Cash Crops,2.0,Long-term,Vegetables,Tomato,162,20358,57613
24.04,84.98,Plateau,Entisol,Irrigated,Oilseeds,1.5,Long-term,Mixed,Intercropping,174,94147,249798
23.52,83.96,Hilly,Inceptisol,Rainfed,Cash Crops,1.3,Short-term,Mixed,Agroforestry,111,20084,51605
23.58,83.82,Plain,Alfisol,Irrigated,Maize,1.8,Short-term,Oilseeds,Mustard,105,73844,185526
24.13,84.56,Plain,Alfisol,Irrigated,Pulses,2.0,Long-term,Cereals,Sorghum,139,89348,137218
23.09,85.37,Plateau,Entisol,Rainfed,Pulses,3.0,Long-term,Cash Crops,Cotton,160,14969,32334
23.17,84.64,Plain,Alfisol,Rainfed,Fruits,2.5,Long-term,Mixed,Intercropping,125,43620,128539
23.32,84.41,Plain,Alfisol,Irrigated,Pulses,2.5,Long-term,Cereals,Rice,121,39792,100622
24.2,85.73,Plateau,Entisol,Irrigated,Oilseeds,1.7,Long-term,Cereals,Sorghum,140,55468,142400
24.12,85.3,Hilly,Inceptisol,Irrigated,Oilseeds,1.7,Long-term,Cereals,Wheat,149,7909,23287
23.19,84.54,Plateau,Entisol,Irrigated,Fruits,1.4,Short-term,Mixed,Silvipasture,110,63702,173305
23.35,85.54,Plain,Alfisol,Rainfed,Fruits,1.7,Long-term,Mixed,Agroforestry,129,34815,79302
23.95,84.4,Plain,Alfisol,Rainfed,Rice,2.0,Long-term,Oilseeds,Soybean,145,88764,239934
23.55,84.26,Hilly,Inceptisol,Rainfed,Cash Crops,2.3,Long-term,Oilseeds,Soybean,174,52652,82260
23.12,85.19,Hilly,Inceptisol,Rainfed,Vegetables,2.5,Long-term,Vegetables,Onion,150,50002,124880
23.87,85.94,Hilly,Inceptisol,Rainfed,Fruits,2.2,Short-term,Vegetables,Cabbage,119,24514,51167
23.16,84.54,Hilly,Inceptisol,Irrigated,Rice,1.1,Short-term,Fruits,Papaya,90,70342,124056
24.42,83.88,Plain,Alfisol,Rainfed,Maize,2.0,Short-term,Cereals,Maize,105,75938,132589
23.43,85.5,Plain,Alfisol,Rainfed,Maize,1.6,Long-term,Mixed,Agroforestry,149,81092,217060
23.85,83.51,Hilly,Inceptisol,Rainfed,Pulses,1.5,Long-term,Pulses,Gram,174,51444,150298
23.44,84.51,Plain,Alfisol,Irrigated,Cash Crops,1.9,Long-term,Cash Crops,Sugarcane,128,18853,44784
23.78,83.61,Plain,Alfisol,Irrigated,Oilseeds,1.2,Short-term,Cereals,Millet,118,60052,112673
24.14,83.65,Plain,Alfisol,Rainfed,Cash Crops,2.8,Short-term,Mixed,Intercropping,117,39477,70153
23.11,84.49,Hilly,Inceptisol,Rainfed,Cash Crops,1.8,Short-term,Cereals,Rice,99,59302,107441
23.87,84.99,Plateau,Entisol,Rainfed,Pulses,2.4,Long-term,Cereals,Sorghum,163,57851,116926
23.29,83.81,Plain,Alfisol,Rainfed,Vegetables,2.2,Long-term,Mixed,Silvipasture,121,79733,194749
24.27,85.02,Plateau,Entisol,Irrigated,Cash Crops,1.8,Long-term,Cash Crops,Sugarcane,169,53488,126599
23.2,84.7,Plateau,Entisol,Irrigated,Pulses,1.9,Long-term,Cash Crops,Tobacco,141,82515,123962
23.18,85.19,Hilly,Inceptisol,Irrigated,Cash Crops,1.2,Long-term,Cash Crops,Cotton,177,79022,193931
23.96,85.14,Plateau,Entisol,Rainfed,Fruits,2.9,Long-term,Pulses,Gram,151,19551,49967
24.02,84.17,Plateau,Entisol,Rainfed,Rice,1.3,Short-term,Pulses,Black Gram,110,73653,133368
23.22,85.65,Plain,Alfisol,Rainfed,Maize,1.6,Long-term,Cash Crops,Tobacco,133,56035,95982
23.81,83.86,Plain,Alfisol,Irrigated,Maize,2.7,Short-term,Vegetables,Cauliflower,98,84539,189065
24.13,84.3,Plateau,Entisol,Rainfed,Oilseeds,1.9,Long-term,Vegetables,Potato,153,35734,83319
24.01,85.89,Hilly,Inceptisol,Rainfed,Maize,2.7,Short-term,Oilseeds,Groundnut,95,83308,152040
24.13,83.99,Plateau,Entisol,Rainfed,Pulses,1.1,Long-term,Fruits,Guava,152,49367,131427
23.48,85.99,Plain,Alfisol,Rainfed,Cash Crops,1.7,Long-term,Vegetables,Brinjal,136,74969,170530
23.56,85.75,Plain,Alfisol,Rainfed,Maize,2.7,Long-term,Cash Crops,Sugarcane,139,89722,207164
24.45,84.56,Plain,Alfisol,Rainfed,Maize,2.7,Long-term,Vegetables,Brinjal,137,63485,172003
23.22,85.12,Hilly,Inceptisol,Irrigated,Rice,2.2,Long-term,Vegetables,Onion,180,13226,23130
24.15,85.45,Plain,Alfisol,Rainfed,Fruits,1.6,Short-term,Mixed,Silvipasture,102,15613,24600
24.44,84.2,Plain,Alfisol,Irrigated,Fruits,2.3,Long-term,Fruits,Litchi,178,95873,159308
23.58,85.52,Plain,Alfisol,Irrigated,Oilseeds,1.9,Long-term,Pulses,Gram,129,17176,26568
23.49,83.77,Plain,Alfisol,Rainfed,Maize,1.1,Short-term,Mixed,Agroforestry,119,92482,218370
23.22,84.23,Plateau,Entisol,Irrigated,Vegetables,1.1,Short-term,Cash Crops,Tobacco,106,20684,45216
23.13,83.93,Plateau,Entisol,Irrigated,Oilseeds,1.4,Long-term,Oilseeds,Sunflower,174,38972,87755
24.23,85.96,Plain,Alfisol,Rainfed,Maize,1.7,Short-term,Cereals,Barley,101,87852,146585
24.43,85.22,Plateau,Entisol,Rainfed,Vegetables,1.6,Long-term,Mixed,Silvipasture,146,36704,60836
